line_1,line_2,line_3,source
another meeting,swallowing,my cold coffee,tempslibre
in the rubble,of my childhood home,wild flowers,tempslibre
honoring those who've served,by wearing camouflage,in front of the TV,tempslibre
guarding,the suburban lawn,a smiling Buddha,tempslibre
gibbous moon --,her unfinished,tattoo,tempslibre
Delta blues --,a bead of sweat,on my beer bottle,tempslibre
stationary front --,the same haiku,I wrote yesterday,tempslibre
invisible on radar,the lingering mist,between us,tempslibre
thunder clouds --,he tells me how many days,he's been sober,tempslibre
pink moon --,a taste,of what comes next,tempslibre
after the rain,my mother forgets,who I am,tempslibre
crowded cafe --,the barrista misspells,my name,tempslibre
from a windowless room,the ocean view,on my screensaver,tempslibre
cold spring rain --,where I buried,the puppies,tempslibre
black ice --,the doctor would like,to run more tests,tempslibre
new moon --,the darkness,within,tempslibre
a mother's vigil --,the rhythm,of the ventilator ,tempslibre
mezcal morning --,the church bells,out of sync,tempslibre
new construction --,chopping down,my childhood,tempslibre
over Monday coffee,the conversation shifts to,"""The Walking Dead""",tempslibre
end of the weekend --,I finished that beer,too quickly,tempslibre
my retirement plan,the ripples,in a mud puddle,tempslibre
under candlelight,she tells me,about her scars,tempslibre
"""spring sleet""",he hisses,through clenched teeth,tempslibre
city lights --,the glitter,of broken glass,tempslibre
St. Patrick's Day --,the first green buds,on the old tree,tempslibre
writer's block --,heating up,the leftovers,tempslibre
starless night --,I finish the wine,too quickly,tempslibre
melting snow --,the nurse searches,for a pulse,tempslibre
a neat pile,of all your letters,before I burn them,tempslibre
crickets,in imperfect,harmony,tempslibre
spring cleaning --,cropping her out,of a photograph,tempslibre
news of his relapse --,how slowly,the rain falls,tempslibre
moonless night --,apologies made,in the passive voice,tempslibre
early bird special --,at least fifty,shades of grey ,tempslibre
snow flurries --,trying to remember,when I first turned gray,tempslibre
secluded highway --,we turn,the radio off ,tempslibre
winter rain --,a birthday reminder,for a dead friend,tempslibre
stopping,for the fire truck,cicadas,tempslibre
waiting for the train,a huddled mass,of smartphones ,tempslibre
zazen—,that fly battering itself,against the sunny window,tempslibre
morning meditation -- ,a steaming,manhole cover,tempslibre
winter rain --,the dog and I,exchange sighs,tempslibre
asleep at the wheel,the ghost cabbie,of my nightmares,tempslibre
gibbous moon --,she's not telling,the whole truth,tempslibre
two-hour meeting --,shadows creep,across the table,tempslibre
frost on the windshield --,I remember how much,I drank last night,tempslibre
budget cuts --,a crescent moon,on the horizon,tempslibre
Ash Wednesday --,a dusting,of snow,tempslibre
police sirens --,another night,without the moon,tempslibre
final approach -,she pencils in,her eyebrows,tempslibre
melting snow -,an unfinished,haiku,tempslibre
the Dow falls -,rose petals,in the wind,tempslibre
between doses,of cough medicine,silence,tempslibre
snow flurries -,my unborn grandchild's,perfect fingers,tempslibre
stuck behind,a schoolbus -,thunderclouds,tempslibre
crescent moon -,leaning her head,against my shoulder,tempslibre
icy conditions -,another slide,on Wall Street,tempslibre
converting to condos,the nightclub,where we met,tempslibre
in a dark place,quietly fermenting,homebrew,tempslibre
new moon -,time to lose,the beard,tempslibre
emptying the wine bottle -,another conversation,about Mom,tempslibre
my stock portfolio -,puddles filled,with winter rain,tempslibre
occupying Wall Street,the ghosts,of my retirement dreams,tempslibre
that recurring dream,in which I pull the fire alarm,and run,tempslibre
epiphany -,Jesus and Mary,stopped at the border,tempslibre
epiphany -,the gift of a dead mouse,at the door,tempslibre
not softened,by sepia tones,images of war,tempslibre
first thaw -,someone should have warned,the daffodils,tempslibre
snow turns to rain -,wondering when,it all went wrong,tempslibre
war -,fathers,burying sons,tempslibre
domestic terrorism --,winter moths,at the door,tempslibre
harvest moon --,grass gone to seed,on the tennis court,tempslibre
huddled smokers --,another conversation,about The Cloud,tempslibre
hazard lights,through raindrops,October leaves,tempslibre
cold stethoscope --,I lie to the doctor,about my drinking,tempslibre
starless night --,I can't believe,the weekend is over,tempslibre
after the rain,a puddle filled,with stars,tempslibre
abandoned school --,a soft breeze ripples,through the weeds,tempslibre
after the conference,pigeons feasting,on crumbs,tempslibre
still pond --,a dragonfly lands,on the moon,tempslibre
severe thunderstorm warning --,a murder,of crows ,tempslibre
daylight fades --,my mother asks,the same question twice,tempslibre
ghost town -- ,a rooster crows,for no reason at all,tempslibre
end of the road --,three big dogs,with nothing to do,tempslibre
an oasis,in the Bible Belt --,adult book store ,tempslibre
after the storm,the streets,have no names,tempslibre
early autumn --,the golden highlights,in her green hair,tempslibre
mixed precipitation --,a flat finish,on Wall Street,tempslibre
a long meeting --,permanent marker,on the erasable whiteboard,tempslibre
sipping absinthe,the impressionist painting,of night,tempslibre
urban incense --,a steaming,manhole cover,tempslibre
sailing the seas,of my subconscious --,her fishnet stockings,tempslibre
wolf moon --,suddenly I see her,in a different light,tempslibre
laundry day --,the search,for matching socks,tempslibre
Christmas leftovers --,my mother forgets,why she called,tempslibre
the sudden chill--,a fresh layer of ice,on the fire escape,tempslibre
bad beer --,the stock market,goes flat,tempslibre
mixed precipitation --,she tells me I look good,for my age,tempslibre
enlightment --,a police car,on fire,tempslibre
Thanksgiving night --,an empty parking lot,at the nursing home,tempslibre
Thanksgiving rain --,the unblinking eyes,of a shelter dog,tempslibre
Thanksgiving rain --,the dog,no one wanted,tempslibre
alone at the bar,the missing letters,in a neon light,tempslibre
new moon --,the doctor schedules,a biopsy,tempslibre
morning fog --,an empty,tequila bottle,tempslibre
asleep,on the subway floor,the unknown soldier,tempslibre
Veteran's Day --,the old dog's,gray muzzle,tempslibre
tornado watch --,now available,in HD,tempslibre
my daughter's birthday --,a child's balloon,above the clouds,tempslibre
spring mist --,my granddaughter cries,in my arms,tempslibre
Patriot's Day --,a homeless veteran's,weathered sign,tempslibre
dusk --,that song,still makes me cry,tempslibre
Holy Week --,three bare trees,against a gray sky,tempslibre
morning mist --,the fragrance,of strong coffee,tempslibre
bitter wine --,time for that conversation,about Mom,tempslibre
the old oak tree,where we first kissed,"marked with an ""X""",tempslibre
new photos,of my granddaughter --,crocuses in bloom,tempslibre
twilight --,she tells me she has,a spare toothbrush,tempslibre
crescent moon --,the fullness,of her hips,tempslibre
still pond --,koi swim,through the sky,tempslibre
tempest in a teapot --,my mother,serves me decaf,tempslibre
equinox --,an 18-wheeler crossing,the double yellow line,tempslibre
equinox --,splitting,the last of the wine,tempslibre
still wandering,the empty corridor --,cheap perfume,tempslibre
winter storm watch --,beware of falling,stock prices,tempslibre
empty terminal --,headline news,for ghosts,tempslibre
wolf moon --,the sway,of her hips,tempslibre
mid-winter thaw --,an unscratched,lottery ticket,tempslibre
crowded train --,a clash,of perfumes ,tempslibre
new moon -- ,forgetting,old acquaintances,tempslibre
the blank page,learning nothing,from the pine,tempslibre
abandoned playground --,the graffiti,fades ,tempslibre
first date --,trying not to talk,to her cleavage,tempslibre
crescent moon --,the dog sleeps,with one eye open,tempslibre
dusting off,the Christmas lights --,gibbous moon,tempslibre
cold coffee --,the crunch of a Christmas ball,under foot,tempslibre
her lips,beckoning mine --,highway billboard,tempslibre
snow flurries --,my unborn granddaughter's,heartbeat,tempslibre
darkening skies --,the final hours,of the weekend ,tempslibre
the moon,and my wine glass,half full,tempslibre
town landfill --,old timers,arguing politics,tempslibre
stock market report --,a stalled car,in the intersection,tempslibre
Day of the Dead --,all the leftover,Halloween candy ,tempslibre
hunter's moon --,searching,for my keys,tempslibre
cold night --,I become,the dog's pillow,tempslibre
first snow --,an almost,perfect shave,tempslibre
fair-weather clouds --,an ultrasound,of my next grandchild,tempslibre
a true wonder of the world --,how she fills,her Grand Canyon t-shirt,tempslibre
unable to sleep,unable to stay awake --,a distant ocean,tempslibre
my rising blood pressure -,a vapor trail,in the sky,tempslibre
October dusk --,wishing I could see,just one more firefly,tempslibre
hot city night --,the sizzle,of a broken sub-woofer,tempslibre
her long legs ...,I walk right into,a spider web,tempslibre
loosening,the top button of her blouse,with my eyes,tempslibre
snow turns to rain --,the afterglow,of the plow lights,tempslibre
snow day --,more white than I remember,in my beard,tempslibre
footprints in the snow,words,I can't take back,tempslibre
New London winter --,the gleam of pleasure boats,wrapped in plastic,tempslibre
winter chill -,shredded plastic,in a barbed wire fence,tempslibre
lazy midtown morning -,another layer of paint,on the rusty fire escape ,tempslibre
lazy midtown morning -,do those green copper gargoyles,feel the cold? ,tempslibre
first of December -,the darkness,before dawn,tempslibre
first of December -,police tape clinging,to a burned-out barn,tempslibre
winter clouds -,my gray hair,grayer,tempslibre
December rain -,the long night,longer,tempslibre
a break in the clouds --,my third cup of coffee,grows cold,tempslibre
clear skies --,a solitary crow,on a high-voltage wire,tempslibre
November dusk --,do the streetlights know,how early it is?,tempslibre
November dusk --,the warmth,of a familiar song,tempslibre
overcast --,just one more game,of solitaire,tempslibre
more rain --,a mouse trapped,between walls,tempslibre
new moon --,an abandoned car,on lover's lane,tempslibre
new moon --,a missing,mouse trap ,tempslibre
new moon --,the mouse in the ceiling,awakens,tempslibre
autumn equinox --,my baseball glove,right where I left it,tempslibre
sudden chill --,an empty bird feeder,outside the nursing home,tempslibre
waning moon --,a hand-printed sign reads:,"""lost dog""",tempslibre
heat wave --,the dog moves slowly,from shadow to shadow,tempslibre
restless night --,a tree frog,in and out of tune ,tempslibre
morning haze --,one light rinse of the coffee cup,is good enough,tempslibre
Memorial Day --,stars obscured,by distant smoke,tempslibre
red dragonfly --,my newest granddaughter's,tiny fingers,tempslibre
June cold snap,the next-door neighbor's,house for sale,tempslibre
after the rain,a light on in the basement,of an empty house,tempslibre
finally Friday --,the dog so attentive,around the grill,tempslibre
cold April rain --,I no longer remember,your name,tempslibre
cold April rain --,my daughter's birthday,on another continent,tempslibre
going out of business — ,the naked mannequin’s ,Mardi Gras beads,tempslibre
caffeine buzz --,snow in the forecast,somewhere else,tempslibre
moonless night --,an ambulance speeds by,with its lights out,tempslibre
moonless night --,an empty can,of whipped cream,tempslibre
moonless night --,pulling the dog,from shadow to shadow,tempslibre
too wired to sleep,too tired to dream,winter wind,tempslibre
crowded train --,her perfect lips,pierced,tempslibre
autumn rain --,the warmth of one too many,glasses of wine ,tempslibre
wolf moon --,the dog,won’t come in,tempslibre
blue moon --,I wonder where my children,are tonight ?,tempslibre
bitter cold —,even the Christmas lights,seem to shiver,tempslibre
